ISSN	eISSN	publisher_country	model	weekstopub	APC	APC_amount	waiver
NA	2300-7443	Poland	Anonymous_peer_review	25	Yes	500_EUR	Yes
NA	2057-4967	United_Kingdom	Anonymous_peer_review	10	No	NA	No
NA	2056-3973	United_Kingdom	Anonymous_peer_review	8	Yes	2490_EUR;_3090_USD;_2190_GBP	Yes
NA	2590-1567	Netherlands	Anonymous_peer_review	17	Yes	2200_USD	Yes
NA	2590-1575	Netherlands	Anonymous_peer_review	24	Yes	2350_USD	Yes
NA	2590-1613	Netherlands	Anonymous_peer_review	16	Yes	2210_USD	Yes
NA	2666-1497	United_States	Double_anonymous_peer_review	12	Yes	2040_USD	Yes
NA	2666-2477	United_States	Anonymous_peer_review	14	Yes	3000_USD	Yes
NA	2666-3309	Netherlands	Anonymous_peer_review	21	Yes	1580_USD	Yes
NA	2665-9727	United_States	Double_anonymous_peer_review	10	Yes	1460_USD	Yes
NA	2666-0164	United_Kingdom	Anonymous_peer_review	8	Yes	680_USD	Yes
NA	2590-1745	United_Kingdom	Anonymous_peer_review	16	Yes	2170_USD	Yes
NA	2590-2601	United_Kingdom	Double_anonymous_peer_review	16	Yes	1890_USD	Yes
NA	2590-2628	Netherlands	Anonymous_peer_review	14	Yes	2280_USD	Yes
NA	2666-1543	Netherlands	Anonymous_peer_review	9	Yes	1890_USD	Yes
NA	2666-1888	United_Kingdom	Anonymous_peer_review	20	Yes	1470_USD	Yes
NA	2590-1427	Netherlands	Anonymous_peer_review	25	Yes	2630_USD	Yes
NA	2590-1524	United_States	Anonymous_peer_review	16	Yes	2310_USD	Yes
NA	2514-183X	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2039-7283	Switzerland	Anonymous_peer_review	6	Yes	1600_CHF	Yes
NA	2673-7159	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2624-5558	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-8856	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2624-8611	Switzerland	Double_anonymous_peer_review	7	Yes	1200_CHF	Yes
NA	2673-5318	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-4176	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-592X	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-3897	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	1559-0275	United_Kingdom	Anonymous_peer_review	17	Yes	2090_EUR;_2490_USD;_1790_GBP	Yes
1478-5854	1475-4924	United_Kingdom	Anonymous_peer_review	9	Yes	2190_GBP	Yes
NA	2731-4553	United_Kingdom	"Anonymous_peer_review,_Double_anonymous_peer_review"	29	Yes	2290_EUR;_2690_USD;_2090_GBP	Yes
2090-4479	2090-4495	Egypt	Double_anonymous_peer_review	49	Yes	860_USD	Yes
2095-1779	2214-0883	China	Anonymous_peer_review	22	Yes	1800_USD	Yes
1751-7311	1751-732X	Netherlands	Anonymous_peer_review	25	Yes	1650_EUR	Yes
NA	2213-0071	Netherlands	Peer_review	24	Yes	930_USD	Yes
NA	2213-1582	Netherlands	Anonymous_peer_review	16	Yes	3400_USD	Yes
2055-6640	2055-6659	United_Kingdom	Anonymous_peer_review	39	Yes	2260_USD	Yes
1935-861X	1876-4754	United_States	Anonymous_peer_review	19	Yes	3830_USD	Yes
2095-3836	2524-4507	Netherlands	Double_anonymous_peer_review	10	Yes	1500_USD	Yes
1075-122X	1524-4741	United_Kingdom	Anonymous_peer_review	19	Yes	2175_USD	Yes
NA	2673-4133	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-4826	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-3978	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-8392	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-5636	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-5172	Switzerland	Double_anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2624-845X	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-4362	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2504-463X	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-9585	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
1768-1448	1314-2615	Bulgaria	Peer_review	6	Yes	550_EUR	Yes
1841-1487	1841-964X	Poland	Double_anonymous_peer_review	10	No	NA	No
NA	1820-7448	Serbia	Double_anonymous_peer_review	11	Yes	280_EUR	No
NA	1944-3277	United_Kingdom	Anonymous_peer_review	13	Yes	1390_GBP	Yes
NA	1916-0216	United_Kingdom	Anonymous_peer_review	6	Yes	2390_EUR;_2790_USD;_2090_GBP	Yes
NA	2198-2627	Switzerland	Double_anonymous_peer_review	13	No	NA	No
0001-6918	1873-6297	Netherlands	Anonymous_peer_review	36	Yes	1650_USD	Yes
0021-9258	1083-351X	United_States	Anonymous_peer_review	14	Yes	2800_USD	Yes
0022-2275	1539-7262	United_States	Anonymous_peer_review	14	Yes	2800_USD	Yes
NA	2589-9155	Netherlands	Anonymous_peer_review	25	Yes	1800_USD	Yes
NA	2590-1362	United_Kingdom	Anonymous_peer_review	13	Yes	2000_USD	Yes
NA	2590-1370	Netherlands	Anonymous_peer_review	15	Yes	1790_USD	Yes
NA	2451-8654	United_States	Anonymous_peer_review	20	Yes	1950_USD	Yes
NA	2589-8450	United_States	Double_anonymous_peer_review	10	Yes	2000_USD	Yes
NA	2589-9147	United_Kingdom	Anonymous_peer_review	15	Yes	2230_USD	Yes
NA	2590-1095	Netherlands	Double_anonymous_peer_review	8	Yes	2500_USD	Yes
NA	2590-051X	United_Kingdom	Double_anonymous_peer_review	17	Yes	1160_USD	Yes
NA	2589-0042	United_States	Anonymous_peer_review	6	Yes	3150_USD	Yes
NA	2468-0672	Netherlands	Anonymous_peer_review	24	Yes	500_USD	Yes
NA	2468-2942	United_Kingdom	Anonymous_peer_review	17	Yes	2050_USD	Yes
NA	2451-9936	Netherlands	Anonymous_peer_review	16	Yes	1160_USD	Yes
NA	2673-8783	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2624-831X	Switzerland	Anonymous_peer_review	11	Yes	1200_CHF	Yes
NA	2673-8937	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2624-800X	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-9259	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-4141	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-5601	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-4184	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-4060	Switzerland	Anonymous_peer_review	11	Yes	1000_CHF	Yes
NA	2673-4397	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2674-032X	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-995X	Switzerland	Double_anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	1472-698X	United_Kingdom	Open_peer_review	28	Yes	1870_GBP	Yes
NA	1471-2296	United_Kingdom	Open_peer_review	18	Yes	1990_GBP	Yes
NA	1471-2350	United_Kingdom	Open_peer_review	22	Yes	1790_GBP	Yes
NA	1471-2148	United_Kingdom	Anonymous_peer_review	17	Yes	1570_GBP	Yes
NA	1471-2156	United_Kingdom	Anonymous_peer_review	20	Yes	1140_GBP	Yes
NA	1472-6785	United_Kingdom	Anonymous_peer_review	22	Yes	1570_GBP	Yes
NA	1754-6834	United_Kingdom	Anonymous_peer_review	15	Yes	1990_GBP	Yes
NA	1751-0759	United_Kingdom	Anonymous_peer_review	18	Yes	1990_EUR;_2390_USD;_1690_GBP	Yes
1438-4221	1618-0607	Germany	Anonymous_peer_review	35	Yes	2490_USD	Yes
1110-8665	NA	Netherlands	Double_anonymous_peer_review	52	Yes	1200_USD	Yes
0969-9961	1095-953X	United_States	Anonymous_peer_review	18	Yes	3000_USD	Yes
1015-9584	NA	Hong_Kong	Double_anonymous_peer_review	52	Yes	1200_USD	Yes
0965-2299	1873-6963	United_Kingdom	Anonymous_peer_review	22	Yes	2070_USD	Yes
0142-9418	1873-2348	United_Kingdom	Anonymous_peer_review	17	Yes	2200_USD	Yes
1134-0096	2386-3854	Spain	Double_anonymous_peer_review	37	Yes	1200_USD	Yes
0171-9335	1618-1298	Germany	Anonymous_peer_review	27	Yes	2420_USD	Yes
NA	2405-5808	Netherlands	Anonymous_peer_review	8	Yes	2210_USD	Yes
NA	2405-6308	Netherlands	Anonymous_peer_review	28	Yes	1720_EUR	Yes
NA	2352-4847	United_Kingdom	Anonymous_peer_review	16	Yes	2360_USD	Yes
NA	2352-5878	United_Kingdom	Anonymous_peer_review	22	Yes	1750_USD	Yes
NA	2352-8532	United_Kingdom	Double_anonymous_peer_review	11	Yes	2940_USD	Yes
NA	2405-6502	Netherlands	Anonymous_peer_review	20	Yes	2810_EUR	Yes
NA	2405-8440	United_Kingdom	Anonymous_peer_review	16	Yes	2100_USD	Yes
NA	2352-345X	Netherlands	Anonymous_peer_review	19	Yes	2500_USD	Yes
NA	2352-3441	United_States	Double_anonymous_peer_review	40	Yes	2500_USD	Yes
1462-5814	1462-5822	United_Kingdom	Anonymous_peer_review	12	Yes	2175_USD	Yes
NA	2577-7408	United_Kingdom	Anonymous_peer_review	19	Yes	775_USD	Yes
1552-5031	1552-504X	United_Kingdom	Anonymous_peer_review	21	Yes	1500_USD	Yes
NA	2054-4200	United_Kingdom	Anonymous_peer_review	20	Yes	1400_USD	Yes
NA	2578-1863	United_Kingdom	Anonymous_peer_review	14	Yes	775_USD	Yes
1687-8876	1687-8884	United_Kingdom	Anonymous_peer_review	20	Yes	800_USD	Yes
1368-5031	1742-1241	United_Kingdom	Anonymous_peer_review	16	Yes	2175_USD	Yes
NA	2050-7038	United_Kingdom	Anonymous_peer_review	17	Yes	2175_USD	Yes
1353-5773	1365-2095	United_Kingdom	Anonymous_peer_review	14	Yes	2175_USD	Yes
NA	2673-7051	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-4389	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-6209	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	2673-8724	Switzerland	Anonymous_peer_review	6	Yes	1000_CHF	Yes
NA	2673-3951	Switzerland	Anonymous_peer_review	7	Yes	1000_CHF	Yes
NA	1422-8599	Switzerland	Anonymous_peer_review	6	Yes	500_CHF	Yes
0079-4252	2545-3149	Poland	Double_anonymous_peer_review	24	Yes	1000_PLN	No
NA	1581-3207	Slovenia	Peer_review	7	Yes	1452_EUR	Yes
NA	1854-2476	Poland	Double_anonymous_peer_review	23	Yes	560_EUR	No
NA	2047-9158	United_Kingdom	Anonymous_peer_review	10	Yes	2490_EUR;_2890_USD;_2090_GBP	Yes
NA	2055-1010	United_Kingdom	Anonymous_peer_review	10	Yes	2690_EUR;_3190_USD;_2390_GBP	Yes
NA	2052-6687	United_Kingdom	Anonymous_peer_review	13	Yes	1060_GBP	Yes
NA	2054-7064	United_Kingdom	Peer_review	20	Yes	2090_EUR;_2590_USD;_1790_GBP	Yes
1687-1693	2536-9652	India	Double_anonymous_peer_review	34	Yes	250_USD	No
2251-9904	2423-3935	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	32	Yes	3500000_IRR	No
NA	2707-0301	Peru	Double_anonymous_peer_review	12	No	NA	No
0374-6186	2525-1813	Argentina	Double_anonymous_peer_review	10	No	NA	No
1994-5272	1995-6290	Peru	Anonymous_peer_review	14	No	NA	No
0254-9220	2304-4284	Peru	Double_anonymous_peer_review	20	No	NA	No
NA	1733-8069	Poland	Double_anonymous_peer_review	12	No	NA	No
2338-4603	2355-8520	Indonesia	Double_anonymous_peer_review	11	Yes	50_USD	Yes
1695-971X	2171-9292	Spain	Anonymous_peer_review	36	No	NA	No
2709-9601	2709-961X	Pakistan	Double_anonymous_peer_review	14	Yes	200_USD;_30000_PKR	No
2527-6719	NA	Indonesia	Peer_review	24	No	NA	No
2171-5068	2171-9845	Spain	Anonymous_peer_review	47	No	NA	No
NA	2422-6459	Argentina	Double_anonymous_peer_review	16	No	NA	No
1829-5827	2656-5277	Indonesia	Double_anonymous_peer_review	24	Yes	500000_IDR	No
2580-8435	2614-1337	Indonesia	Peer_review	17	Yes	550000_IDR	No
2476-7263	2476-7271	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
NA	2059-0911	United_Kingdom	Double_anonymous_peer_review	30	No	NA	No
2321-7006	2321-7294	India	Double_anonymous_peer_review	32	No	NA	No
NA	2264-2668	United_States	Anonymous_peer_review	52	No	NA	No
2303-372X	2656-5854	Indonesia	Double_anonymous_peer_review	11	Yes	300000_IDR	No
2322-3715	2476-6194	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	20	Yes	1000000_IRR	No
1515-6125	1852-9615	Argentina	Double_anonymous_peer_review	4	No	NA	No
2314-8829	2314-8837	Egypt	Anonymous_peer_review	12	Yes	200_USD	No
2071-7296	2658-5626	Russian_Federation	Double_anonymous_peer_review	8	No	NA	No
NA	2591-6424	Argentina	Double_anonymous_peer_review	12	No	NA	No
NA	2676-0029	Brazil	Double_anonymous_peer_review	25	No	NA	No
1680-855X	2664-2956	Iraq	Double_anonymous_peer_review	12	Yes	100_USD;_150000_IQD	No
NA	2349-8064	India	Anonymous_peer_review	12	No	NA	No
2251-9386	2783-4026	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	Yes	4000000_IRR	No
2708-4310	2708-4183	Pakistan	Double_anonymous_peer_review	8	No	NA	Yes
NA	2654-4644	Indonesia	Double_anonymous_peer_review	4	Yes	1000000_IDR	Yes
2710-5318	2710-5164	Pakistan	Double_anonymous_peer_review	12	No	NA	Yes
2072-9812	2409-8906	Ukraine	Double_anonymous_peer_review	3	No	NA	No
2072-9367	NA	Ukraine	Double_anonymous_peer_review	4	Yes	800_UAH	No
2538-8649	2538-8657	Lithuania	Peer_review	10	No	NA	No
2080-1297	2080-9999	Poland	Double_anonymous_peer_review	30	No	NA	No
NA	2594-2840	Mexico	Double_anonymous_peer_review	8	No	NA	Yes
NA	2414-4681	Cuba	Anonymous_peer_review	10	No	NA	No
NA	2386-7442	Spain	Anonymous_peer_review	8	No	NA	No
2285-7605	NA	Romania	Double_anonymous_peer_review	6	No	NA	No
0237-028X	2221-870X	Hungary	Anonymous_peer_review	12	No	NA	No
2227-1376	2308-3743	Ukraine	Double_anonymous_peer_review	20	Yes	900_UAH	No
NA	2754-7000	United_Kingdom	"Anonymous_peer_review,_Double_anonymous_peer_review"	15	No	NA	No
1577-9572	1697-2791	Spain	Double_anonymous_peer_review	12	No	NA	No
NA	2635-098X	United_Kingdom	Anonymous_peer_review	17	No	NA	No
NA	2560-6050	Canada	Double_anonymous_peer_review	24	No	NA	No
1023-3741	2709-572X	Mongolia	Double_anonymous_peer_review	8	No	NA	No
NA	2635-0998	United_Kingdom	Anonymous_peer_review	10	No	NA	No
0137-6136	2449-8327	Poland	Double_anonymous_peer_review	24	No	NA	No
NA	2500-5006	Colombia	Double_anonymous_peer_review	10	No	NA	No
NA	2464-479X	Czechia	Double_anonymous_peer_review	13	No	NA	No
NA	2719-9509	Poland	Anonymous_peer_review	14	No	NA	No
2581-1339	2615-4862	Indonesia	Peer_review	14	Yes	500000_IDR	No
NA	2695-4508	Spain	Double_anonymous_peer_review	8	No	NA	No
NA	1558-643X	United_States	Double_anonymous_peer_review	38	No	NA	No
NA	1575-2275	Spain	Double_anonymous_peer_review	24	No	NA	No
NA	1576-4729	Spain	Peer_review	14	No	NA	No
NA	1618-8543	Germany	Double_anonymous_peer_review	16	No	NA	No
NA	1647-0818	Portugal	Peer_review	6	No	NA	No
NA	1659-0201	Costa_Rica	Double_anonymous_peer_review	16	No	NA	No
NA	1695-5498	Spain	Peer_review	4	No	NA	No
NA	1697-5928	Spain	Double_anonymous_peer_review	32	No	NA	No
NA	1698-7454	Spain	Anonymous_peer_review	24	No	NA	No
NA	1712-4441	Canada	"Peer_review,_Double_anonymous_peer_review"	24	No	NA	No
NA	0718-4123	Chile	Double_anonymous_peer_review	17	No	NA	No
NA	0719-3726	Chile	Double_anonymous_peer_review	16	No	NA	No
NA	1449-8855	Canada	Peer_review	4	No	NA	No
NA	1504-9922	Norway	Anonymous_peer_review	16	No	NA	No
2335-2019	2335-2027	Poland	Peer_review	39	No	NA	No
NA	2067-9785	Poland	Double_anonymous_peer_review	9	Yes	100_EUR	No
2392-7054	2457-9017	Poland	Peer_review	8	No	NA	No
NA	1825-263X	Italy	Double_anonymous_peer_review	18	No	NA	No
NA	1825-5167	Italy	Double_anonymous_peer_review	20	No	NA	No
NA	1852-4206	Argentina	Double_anonymous_peer_review	32	No	NA	No
NA	1854-2042	Slovenia	Double_anonymous_peer_review	24	No	NA	No
NA	1866-2447	Germany	Peer_review	16	No	NA	No
NA	1870-5308	Mexico	Double_anonymous_peer_review	24	No	NA	No
NA	1885-2211	Spain	Anonymous_peer_review	8	No	NA	No
NA	1887-4460	Spain	Double_anonymous_peer_review	16	No	NA	No
NA	1895-1171	Poland	Peer_review	14	Yes	300_EUR	No
NA	1913-4126	Canada	Peer_review	10	No	NA	No
NA	1929-9192	Canada	Anonymous_peer_review	30	No	NA	No
NA	1933-5954	United_States	Double_anonymous_peer_review	16	No	NA	No
NA	1945-1296	United_States	Double_anonymous_peer_review	12	No	NA	No
NA	1961-9502	France	Peer_review	12	No	NA	No
NA	1971-033X	Italy	Anonymous_peer_review	12	No	NA	No
NA	1973-2937	Italy	Double_anonymous_peer_review	8	No	NA	No
NA	1973-9141	Italy	"Editorial_review,_Peer_review"	8	No	NA	No
NA	1974-4374	Italy	Double_anonymous_peer_review	6	No	NA	No
NA	2236-1960	Brazil	Double_anonymous_peer_review	9	No	NA	No
NA	2236-885X	Brazil	Peer_review	5	No	NA	No
NA	2239-5474	Italy	Peer_review	6	No	NA	No
NA	2240-2802	Italy	Double_anonymous_peer_review	16	No	NA	No
NA	2240-7944	Italy	Anonymous_peer_review	24	No	NA	No
NA	2250-5369	Argentina	Double_anonymous_peer_review	8	No	NA	No
NA	2252-8180	Indonesia	Peer_review	24	No	NA	No
NA	2252-9454	Indonesia	Peer_review	24	No	NA	No
NA	2253-797X	Spain	Anonymous_peer_review	48	No	NA	No
NA	2281-4841	Italy	Peer_review	20	No	NA	No
NA	2281-8960	Italy	Double_anonymous_peer_review	16	No	NA	No
NA	2302-2663	Indonesia	Double_anonymous_peer_review	24	No	NA	No
NA	2302-8890	Indonesia	Double_anonymous_peer_review	24	Yes	1500000_IDR	No
NA	2303-1018	Indonesia	Double_anonymous_peer_review	24	Yes	1500000_IDR	No
NA	2304-3415	Russian_Federation	Double_anonymous_peer_review	10	No	NA	No
NA	2305-5502	Russian_Federation	Double_anonymous_peer_review	12	No	NA	No
NA	2307-3187	Austria	"Peer_review,_Double_anonymous_peer_review"	4	No	NA	No
NA	2308-5460	Libya	Double_anonymous_peer_review	6	Yes	100_USD	No
NA	2325-663X	United_States	Double_anonymous_peer_review	40	No	NA	No
NA	1982-3932	Brazil	Peer_review	24	No	NA	No
NA	1984-4867	Brazil	Double_anonymous_peer_review	16	No	NA	No
NA	1997-0838	Russian_Federation	Peer_review	12	No	NA	No
NA	2007-5448	Mexico	Double_anonymous_peer_review	12	No	NA	No
NA	2008-5842	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	10	Yes	750_USD	Yes
NA	2014-8100	Spain	Double_anonymous_peer_review	12	No	NA	No
NA	2027-4297	Colombia	Anonymous_peer_review	32	No	NA	No
NA	2034-4643	Belgium	Double_anonymous_peer_review	24	No	NA	No
NA	2035-4630	Italy	Double_anonymous_peer_review	10	No	NA	No
NA	2036-1602	Italy	Double_anonymous_peer_review	15	Yes	60_EUR	No
NA	2036-2927	Italy	Double_anonymous_peer_review	4	No	NA	No
NA	2036-4091	Italy	Double_anonymous_peer_review	24	No	NA	No
NA	2036-5195	Italy	Double_anonymous_peer_review	16	No	NA	No
NA	2038-1026	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	2174-8659	Spain	Peer_review	24	No	NA	No
NA	2175-0947	Brazil	Double_anonymous_peer_review	6	No	NA	No
NA	2175-2753	Brazil	Double_anonymous_peer_review	10	No	NA	No
NA	2175-5604	Brazil	Double_anonymous_peer_review	24	No	NA	No
NA	2178-5880	Brazil	Peer_review	24	No	NA	No
NA	2179-8966	Brazil	Double_anonymous_peer_review	20	No	NA	No
NA	2180-2726	Malaysia	Double_anonymous_peer_review	12	No	NA	No
NA	2196-629X	Germany	Double_anonymous_peer_review	25	No	NA	No
NA	2214-191X	Netherlands	Double_anonymous_peer_review	52	No	NA	No
NA	2220-8879	Hong_Kong	Double_anonymous_peer_review	5	No	NA	No
NA	2084-1264	Poland	Anonymous_peer_review	20	No	NA	No
NA	2119-0275	France	Anonymous_peer_review	10	No	NA	No
NA	2145-132X	Colombia	Peer_review	5	No	NA	No
NA	2152-372X	France	Peer_review	12	No	NA	No
NA	2153-2648	United_States	Anonymous_peer_review	9	No	NA	No
NA	2038-5498	Italy	Double_anonymous_peer_review	20	No	NA	No
NA	2039-1676	Italy	"Anonymous_peer_review,_Double_anonymous_peer_review"	2	No	NA	No
NA	2039-2281	Italy	Double_anonymous_peer_review	12	No	NA	No
NA	2041-1944	United_Kingdom	Double_anonymous_peer_review	16	No	NA	No
NA	2058-1963	United_Kingdom	Anonymous_peer_review	8	No	NA	No
NA	2062-2597	Hungary	Peer_review	4	No	NA	No
NA	2067-3809	Romania	Peer_review	12	No	NA	No
NA	2075-9517	Austria	Double_anonymous_peer_review	26	No	NA	No
NA	2338-2449	Indonesia	Anonymous_peer_review	12	No	NA	No
NA	2383-8701	Pakistan	Anonymous_peer_review	10	No	NA	No
NA	2442-7586	Indonesia	Peer_review	24	No	NA	No
NA	2517-648X	United_Kingdom	Double_anonymous_peer_review	20	No	NA	No
NA	2616-4868	Ukraine	Double_anonymous_peer_review	12	No	NA	No
1519-3829	1806-9304	Brazil	Peer_review	12	No	NA	No
0034-8910	1518-8787	Brazil	Peer_review	13	Yes	1200_USD	No
0044-5967	NA	Brazil	Peer_review	22	No	NA	No
2060-9655	2786-2976	Hungary	Double_anonymous_peer_review	26	No	NA	No
1806-3713	1806-3756	Brazil	Anonymous_peer_review	20	No	NA	No
1679-6225	1982-0224	Brazil	Anonymous_peer_review	36	Yes	400_BRL	No
0100-6916	NA	Brazil	Anonymous_peer_review	52	Yes	500_BRL	No
2192-0885	2753-8494	United_Kingdom	Double_anonymous_peer_review	21	No	NA	No
2697-2484	2792-3290	Spain	Double_anonymous_peer_review	4	No	NA	No
1414-4077	1982-5765	Brazil	Peer_review	28	No	NA	No
1517-7599	2317-6377	Brazil	Double_anonymous_peer_review	24	No	NA	No
1335-4205	2585-7878	Slovakia	Double_anonymous_peer_review	24	No	NA	No
NA	2286-2218	Poland	Anonymous_peer_review	10	Yes	150_EUR	No
NA	2450-5471	Poland	Peer_review	14	No	NA	No
1338-6905	1339-004X	Slovakia	Anonymous_peer_review	24	No	NA	No
NA	2768-3168	United_States	"Peer_review,_Double_anonymous_peer_review"	38	No	NA	No
1733-3911	2300-0945	Poland	Double_anonymous_peer_review	12	No	NA	No
2086-3721	2685-6050	Indonesia	Double_anonymous_peer_review	15	No	NA	No
2538-2942	2538-2950	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	18	Yes	3000000_IRR	No
2222-0356	2616-8758	Pakistan	Double_anonymous_peer_review	24	Yes	7000_PKR	No
0568-3939	0718-7181	Chile	Double_anonymous_peer_review	34	No	NA	No
0320-2372	2078-2373	Ukraine	Double_anonymous_peer_review	4	Yes	700_UAH	No
0253-5645	1815-5901	Cuba	Double_anonymous_peer_review	16	No	NA	No
NA	2710-849X	Algeria	Anonymous_peer_review	12	No	NA	No
NA	2378-7996	United_States	Anonymous_peer_review	18	No	NA	No
NA	2232-9080	Bosnia_and_Herzegovina	Double_anonymous_peer_review	10	No	NA	No
1829-6750	2798-1363	Indonesia	Double_anonymous_peer_review	4	No	NA	No
2423-3773	2423-5563	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	31	No	NA	No
NA	2783-3836	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	12	No	NA	No
2621-3559	2622-7606	Indonesia	Double_anonymous_peer_review	12	No	NA	No
0430-4055	2518-9948	Pakistan	Double_anonymous_peer_review	24	No	NA	No
2709-8885	2709-8893	Pakistan	"Editorial_review,_Double_anonymous_peer_review"	18	Yes	15000_PKR	Yes
2008-7217	2383-2681	"Iran,_Islamic_Republic_of"	Double_anonymous_peer_review	24	Yes	3000000_IRR	No
1999-7302	2789-6854	Syrian_Arab_Republic	Double_anonymous_peer_review	6	Yes	60000_SYP;_200_USD	Yes
1999-7310	2789-7214	Syrian_Arab_Republic	Double_anonymous_peer_review	6	Yes	200_USD;_60000_SYP	Yes
NA	2789-8202	Syrian_Arab_Republic	Double_anonymous_peer_review	6	Yes	200_USD;_60000_SYP	Yes
NA	2789-7621	Syrian_Arab_Republic	Double_anonymous_peer_review	6	Yes	60000_SYP;_200_USD	Yes
NA	2789-7478	Syrian_Arab_Republic	Double_anonymous_peer_review	6	Yes	200_USD;_60000_SYP	Yes
2072-2265	2789-6889	Syrian_Arab_Republic	Double_anonymous_peer_review	6	Yes	60000_SYP;_200_USD	Yes
NA	2564-8829	Spain	Double_anonymous_peer_review	24	No	NA	No
1509-4995	2719-8049	Poland	Double_anonymous_peer_review	12	No	NA	No
NA	2590-2555	Netherlands	Anonymous_peer_review	30	Yes	2500_USD	Yes
NA	2693-8847	United_Kingdom	Anonymous_peer_review	25	Yes	2000_USD;_1600_GBP;_1800_EUR	Yes
