ISSN	assigned	peer_review_model
1758-8251	NA	NA
0888-613X	NA	Single_blind
1558-3058	NA	NA
1499-2027	NA	NA
1229-9138	NA	NA
0218-1274	NA	NA
1357-2725	NA	Single_blind
1758-0366	NA	NA
0393-6155	NA	NA
1793-5245	NA	NA
0020-7128	NA	NA
2194-573X	NA	NA
0020-7136	NA	NA
0167-5273	NA	NA
1569-5794	NA	NA
1364-0461	NA	NA
0538-8066	NA	NA
2194-5748	NA	NA
1178-2005	NA	NA
0098-9886	NA	NA
0899-8418	NA	NA
1341-9625	NA	NA
0946-1965	NA	NA
2210-7703	NA	NA
0955-6222	NA	NA
0166-5162	NA	NA
1939-2699	NA	NA
0179-1958	NA	NA
1074-5351	NA	NA
1061-8562	NA	NA
0951-192X	NA	NA
0020-7160	NA	NA
0020-7179	NA	NA
1598-6446	NA	NA
0218-8430	NA	NA
0142-5463	NA	NA
1358-8265	NA	NA
1874-5482	NA	NA
1364-727X	NA	NA
1056-7895	NA	NA
1748-5673	NA	NA
1548-3924	NA	NA
1601-5029	NA	NA
0011-9059	NA	NA
0736-5748	NA	NA
0973-3930	NA	NA
2212-4209	NA	Single_blind
1437-3254	NA	NA
1452-3981	NA	NA
0020-7217	NA	NA
0949-149X	NA	NA
0020-7225	NA	NA
1468-0874	NA	NA
0306-7319	NA	NA
0960-3123	NA	NA
1735-6865	NA	NA
1735-1472	NA	NA
1742-8297	NA	NA
0142-1123	NA	NA
2194-5764	NA	NA
0168-1605	NA	NA
0950-5423	NA	NA
0963-7486	NA	NA
1494-2119	NA	NA
0129-0541	NA	NA
0376-9429	NA	NA
1562-2479	NA	NA
1878-450X	NA	NA
0308-1079	NA	NA
1532-3641	NA	NA
0219-8878	NA	NA
1758-2083	NA	NA
1543-5075	NA	NA
1750-5836	NA	Single_blind
1048-891X	NA	NA
0277-1691	NA	NA
0020-7292	NA	NA
0142-727X	NA	Single_blind
0017-9310	NA	NA
1744-232X	NA	NA
0925-5710	NA	NA
1094-3420	NA	NA
0972-3757	NA	NA
0219-8436	NA	NA
0360-3199	NA	NA
1438-4639	NA	Single_blind
0899-9457	NA	NA
1744-3121	NA	NA
0734-743X	NA	Single_blind
0955-9930	NA	NA
1072-4761	NA	NA
1615-5262	NA	NA
0219-6220	NA	NA
0884-8173	NA	NA
0937-9827	NA	NA
0948-3349	NA	NA
1868-8071	NA	NA
1479-8751	NA	NA
1960-6206	NA	NA
0268-1900	NA	NA
1862-5282	NA	NA
0129-167X	NA	NA
0020-7403	NA	NA
1569-1713	NA	NA
1386-5056	NA	Single_blind
1478-5951	NA	NA
1521-9437	NA	NA
1939-5981	NA	NA
1759-0787	NA	NA
1674-4799	NA	NA
1748-0930	NA	NA
0217-751X	NA	NA
0129-1831	NA	NA
0218-2718	NA	NA
0218-3013	NA	NA
1107-3756	NA	NA
0717-9502	NA	NA
2192-6611	NA	NA
0301-9322	NA	NA
1475-7435	NA	NA
1055-7148	NA	NA
0020-7454	NA	NA
0020-7462	NA	NA
1565-1339	NA	NA
1705-5105	NA	NA
0961-5539	NA	NA
0894-3370	NA	NA
0307-0565	NA	NA
0959-289X	NA	Single_blind
1053-5381	NA	NA
1753-3309	NA	NA
1019-6439	NA	NA
0901-5027	NA	NA
2631-6420	NA	NA
0882-2786	NA	NA
1746-0689	NA	Single_blind
0960-7439	NA	NA
1879-9817	NA	Single_blind
0885-7458	NA	NA
0218-0014	NA	NA
1029-8436	NA	NA
0165-5876	NA	NA
1573-3149	NA	NA
2474-8668	NA	NA
0198-7569	NA	NA
0967-0874	NA	NA
0378-5173	NA	NA
1811-7775	NA	NA
1346-213X	NA	NA
1522-6514	NA	NA
1735-6814	NA	NA
1058-5893	NA	NA
1023-666X	NA	NA
0091-4037	NA	NA
0888-7462	NA	NA
2234-7593	NA	NA
2288-6206	NA	NA
0164-0291	NA	NA
0893-2174	NA	NA
0020-7608	NA	NA
0219-7499	NA	NA
0955-3002	NA	NA
0360-3016	NA	NA
2322-3243	NA	NA
2324-8378	NA	NA
0263-4368	NA	NA
0140-7007	NA	NA
0143-1161	NA	NA
1756-1841	NA	NA
0826-8185	NA	NA
1049-8923	NA	NA
1365-1609	NA	Single_blind
1001-6279	NA	NA
1748-1279	NA	NA
1726-4529	NA	NA
1875-4791	NA	NA
0218-1940	NA	NA
0020-7683	NA	NA
1526-484X	NA	NA
0172-4622	NA	NA
1555-0265	NA	NA
1756-8277	NA	NA
0956-4624	NA	NA
1598-2351	NA	NA
2005-3606	NA	NA
1747-4930	NA	NA
0219-4554	NA	NA
1749-785X	NA	NA
1066-8969	NA	NA
1350-4509	NA	NA
1466-5026	NA	NA
0020-7721	NA	NA
2330-2674	NA	NA
0266-4623	NA	NA
0020-7748	NA	NA
1290-0729	NA	Single_blind
0195-928X	NA	NA
1091-5818	NA	NA
1742-7584	NA	NA
1027-3719	NA	NA
0334-0082	NA	NA
0218-4885	NA	NA
0919-8172	NA	NA
0143-3369	NA	NA
1473-3315	NA	NA
0790-0627	NA	NA
0219-6913	NA	NA
1741-1106	NA	NA
1545-7362	NA	NA
1049-8001	NA	NA
0218-2130	NA	NA
1433-2833	NA	NA
1552-6283	NA	NA
1433-2779	NA	NA
1073-7928	NA	NA
1139-6709	NA	NA
0165-5701	NA	NA
0341-2695	NA	NA
0930-777X	NA	NA
1434-2944	NA	NA
0144-235X	NA	NA
0883-0185	NA	NA
0306-7734	NA	NA
0020-8868	NA	NA
0937-3462	NA	NA
0301-1623	NA	NA
2543-1536	NA	NA
2324-8858	NA	NA
1939-7291	NA	NA
0020-9910	NA	NA
0266-5611	NA	NA
1930-8337	NA	NA
1077-8306	NA	NA
0792-4259	NA	NA
1445-5226	NA	NA
0535-5133	NA	NA
0167-6997	NA	NA
0020-9996	NA	NA
1071-2690	NA	NA
1054-5476	NA	NA
0258-851X	NA	NA
0947-7047	NA	NA
1728-3043	NA	NA
1562-2916	NA	NA
1735-0654	NA	NA
1735-8582	NA	NA
2008-2142	NA	NA
1735-0328	NA	NA
1735-1065	NA	NA
2228-6179	NA	NA
2228-6187	NA	NA
1728-1997	NA	NA
1026-1265	NA	NA
2074-1804	NA	NA
1959-0318	NA	Single_blind
0021-1265	NA	NA
0301-9233	NA	NA
1531-0353	NA	NA
0019-0578	NA	NA
1300-3615	NA	NA
1038-4871	NA	NA
1025-6016	NA	NA
0792-156X	NA	NA
0021-2148	NA	NA
1565-9801	NA	NA
0021-2172	NA	NA
0792-9978	NA	NA
0334-9152	NA	NA
1565-1088	NA	NA
2038-5625	NA	NA
2784-8671	NA	NA
2038-1719	NA	NA
1699-6887	NA	NA
0162-8178	NA	NA
1520-9202	NA	NA
1521-6543	NA	NA
1064-5632	NA	NA
1069-3513	NA	NA
1547-1896	NA	NA
2405-500X	NA	NA
1525-4135	NA	NA
0021-4914	NA	NA
0021-4922	NA	NA
0368-2811	NA	NA
1344-6304	NA	NA
0289-2316	NA	NA
0021-5155	NA	NA
1867-1071	NA	NA
0047-1917	NA	NA
0916-7005	NA	NA
1525-3961	NA	NA
0021-3551	NA	NA
0003-1488	NA	NA
2691-3321	NA	NA
2688-1527	NA	NA
1022-386X	NA	NA
1076-1608	NA	NA
0021-3640	NA	NA
1297-319X	NA	NA
0449-0576	NA	NA
1047-4838	NA	NA
0021-7670	NA	NA
0021-7824	NA	NA
1156-5233	NA	NA
1610-0379	NA	NA
1246-7405	NA	NA
1617-1381	NA	Single_blind
0021-8286	NA	NA
0181-5512	NA	NA
0075-4102	NA	NA
1091-8531	NA	NA
1932-0620	NA	NA
0021-8464	NA	NA
0169-4243	NA	NA
2156-5333	NA	NA
1346-8014	NA	NA
2005-7806	NA	NA
1941-2711	NA	NA
0021-8502	NA	NA
0893-1321	NA	NA
1940-3151	NA	NA
1464-343X	NA	Single_blind
0021-8561	NA	NA
1085-7117	NA	NA
0021-8588	NA	NA
0021-8596	NA	NA
1680-7073	NA	NA
1059-924X	NA	NA
0931-2250	NA	NA
0021-8669	NA	NA
0021-8693	NA	NA
0219-4988	NA	NA
0925-9899	NA	NA
1056-3911	NA	NA
0925-8388	NA	NA
1387-2877	NA	NA
0165-2370	NA	NA
0267-9477	NA	NA
1061-9348	NA	NA
0146-4760	NA	NA
0021-8782	NA	NA
0913-8668	NA	NA
1230-1388	NA	NA
0931-2668	NA	NA
0021-8790	NA	NA
0931-2439	NA	NA
0021-8812	NA	NA
0021-8820	NA	NA
0305-7453	NA	NA
1060-3271	NA	NA
0021-8839	NA	NA
2156-907X	NA	NA
1088-8705	NA	NA
1065-8483	NA	NA
1439-040X	NA	NA
1600-5767	NA	NA
0021-8901	NA	NA
0021-891X	NA	NA
0931-2048	NA	NA
1234-1983	NA	NA
0926-9851	NA	NA
0175-8659	NA	NA
1598-5865	NA	NA
0021-8944	NA	NA
0021-8936	NA	NA
1364-5072	NA	NA
0921-8971	NA	NA
0021-8979	NA	NA
8750-7587	NA	NA
0021-9002	NA	NA
0266-4763	NA	NA
0260-437X	NA	NA
0021-9045	NA	NA
0899-7659	NA	NA
1049-8850	NA	NA
0146-6623	NA	NA
0161-8202	NA	NA
0140-1963	NA	NA
0883-5403	NA	NA
2083-2567	NA	NA
1434-7229	NA	NA
1226-8615	NA	Single_blind
1058-0468	NA	NA
0277-0903	NA	NA
2329-4124	NA	NA
0250-6335	NA	NA
1340-3478	NA	NA
1062-6050	NA	NA
0739-0572	NA	NA
1364-6826	NA	Single_blind
0167-7764	NA	NA
0168-7433	NA	NA
1082-6742	NA	NA
1053-8127	NA	NA
0021-9193	NA	NA
0233-111X	NA	NA
1095-6670	NA	NA
0021-924X	NA	NA
0305-0270	NA	NA
0219-7200	NA	NA
0092-0606	NA	NA
0393-974X	NA	NA
0748-7304	NA	NA
0218-3390	NA	NA
0885-3282	NA	NA
0920-5063	NA	NA
0021-9290	NA	NA
1532-0464	NA	Single_blind
1549-3296	NA	NA
1552-4973	NA	NA
0925-2738	NA	NA
0739-1102	NA	NA
1672-6529	NA	NA
1054-3406	NA	NA
1864-063X	NA	NA
1389-1723	NA	NA
0250-5991	NA	NA
0168-1656	NA	NA
0021-9355	NA	NA
0914-8779	NA	NA
0884-0431	NA	NA
1752-7155	NA	NA
1084-0702	NA	NA
0373-6687	NA	NA
1940-1493	NA	NA
1744-2591	NA	NA
1559-047X	NA	NA
0885-8195	NA	NA
0171-5216	NA	NA
0973-1482	NA	NA
0732-8303	NA	NA
1071-9164	NA	Single_blind
0886-0440	NA	NA
0914-5087	NA	NA
1932-7501	NA	NA
1053-0770	NA	Single_blind
1934-5925	NA	Single_blind
1045-3873	NA	NA
0021-9509	NA	NA
1937-5387	NA	NA
0021-9517	NA	NA
0886-3350	NA	NA
1090-6924	NA	NA
1873-9601	NA	NA
0021-9533	NA	NA
1557-5969	NA	NA
0730-2312	NA	NA
0021-9541	NA	NA
0021-955X	NA	NA
2095-2899	NA	NA
1229-9162	NA	NA
2190-9385	NA	NA
0733-5210	NA	NA
0271-678X	NA	NA
0021-9568	NA	NA
1074-1542	NA	NA
0098-0331	NA	NA
1549-9596	NA	NA
0891-0618	NA	NA
0021-9606	NA	NA
1747-5198	NA	NA
0268-2575	NA	NA
1549-9618	NA	NA
0021-9614	NA	NA
0886-9383	NA	NA
1120-009X	NA	NA
1044-5463	NA	NA
0883-0738	NA	NA
0021-9665	NA	NA
0021-9673	NA	NA
0218-1266	NA	NA
2643-9107	NA	NA
2190-5452	NA	NA
0894-8755	NA	NA
2225-0719	NA	NA
0952-8180	NA	NA
0733-2459	NA	NA
0912-0009	NA	NA
1094-6950	NA	NA
0021-972X	NA	NA
0895-4356	NA	NA
0192-0790	NA	NA
1933-2874	NA	Single_blind
1387-1307	NA	NA
0736-0258	NA	NA
0967-5868	NA	NA
0021-9746	NA	NA
1053-4628	NA	NA
0303-6979	NA	NA
0091-2700	NA	NA
0269-4727	NA	NA
0271-0749	NA	NA
1550-9389	NA	NA
0091-2751	NA	NA
1040-7278	NA	NA
1400-0350	NA	NA
1547-0091	NA	NA
0887-381X	NA	NA
1382-6905	NA	NA
0097-3165	NA	NA
0095-8956	NA	NA
1229-2370	NA	NA
1064-2269	NA	NA
1939-0807	NA	NA
0021-9967	NA	NA
0021-9975	NA	NA
0340-7594	NA	NA
0174-1578	NA	NA
2051-1310	NA	NA
0021-9983	NA	NA
1090-0268	NA	NA
0377-0427	NA	NA
1061-8600	NA	NA
1555-1423	NA	NA
2737-4165	NA	NA
1569-8025	NA	NA
0254-9409	NA	NA
0929-5313	NA	NA
0021-9991	NA	NA
1877-7503	NA	NA
0920-654X	NA	NA
0022-0000	NA	NA
1064-2307	NA	NA
0363-8715	NA	NA
0887-4417	NA	NA
2590-1184	NA	NA
1000-9000	NA	NA
1530-9827	NA	NA
0887-3801	NA	NA
0022-0019	NA	NA
0143-974X	NA	NA
0733-9364	NA	NA
1661-5751	NA	NA
0169-7722	NA	NA
1068-3623	NA	NA
1068-3372	NA	NA
0894-1912	NA	NA
0944-6532	NA	NA
0095-8972	NA	NA
1476-4172	NA	NA
1473-2130	NA	NA
1525-7886	NA	NA
1475-7516	NA	Single_blind
1049-2275	NA	NA
1010-5182	NA	Single_blind
0883-9441	NA	NA
0278-0372	NA	NA
2190-8508	NA	NA
0022-0248	NA	NA
1296-2074	NA	NA
1203-4754	NA	NA
1569-1993	NA	Single_blind
0022-0299	NA	NA
1063-8016	NA	NA
0022-0337	NA	NA
0300-5712	NA	NA
0923-1811	NA	NA
0385-2407	NA	NA
1023-6198	NA	NA
0022-0396	NA	NA
0022-040X	NA	NA
1751-2972	NA	NA
0193-2691	NA	NA
1773-2247	NA	Single_blind
1545-9616	NA	NA
1061-186X	NA	NA
1079-2724	NA	NA
1040-7294	NA	NA
1793-4311	NA	NA
1363-2469	NA	NA
1674-487X	NA	NA
2347-4327	NA	NA
0022-0477	NA	NA
0022-0493	NA	NA
0374-3535	NA	NA
1975-0102	NA	NA
1572-6657	NA	Single_blind
0022-0736	NA	NA
2381-6872	NA	NA
2093-8551	NA	NA
0920-5071	NA	NA
1050-6411	NA	NA
1017-9909	NA	NA
0361-5235	NA	NA
1043-7398	NA	NA
0923-8174	NA	NA
0368-2048	NA	NA
0304-3886	NA	NA
1644-2296	NA	NA
0736-4679	NA	NA
0391-4097	NA	NA
0022-0795	NA	NA
0099-2399	NA	NA
0892-7790	NA	NA
1526-6028	NA	NA
0737-0652	NA	NA
0733-9402	NA	NA
0954-4828	NA	NA
0742-4795	NA	NA
0094-4289	NA	NA
0022-0833	NA	NA
0733-9399	NA	NA
0747-9964	NA	NA
1810-2328	NA	NA
1065-5131	NA	NA
0749-8004	NA	NA
1083-1363	NA	NA
0733-9372	NA	NA
0022-0892	NA	NA
1726-2135	NA	NA
0731-8898	NA	NA
0047-2425	NA	NA
0265-931X	NA	Single_blind
1093-4529	NA	NA
0360-1234	NA	NA
2689-6583	NA	NA
0119-1144	NA	NA
1001-0742	NA	Single_blind
0737-0806	NA	NA
0972-060X	NA	NA
1496-4155	NA	NA
0378-8741	NA	NA
0289-0771	NA	NA
1066-5234	NA	NA
1356-1294	NA	NA
1532-3382	NA	NA
1756-5383	NA	NA
0022-0930	NA	NA
1010-061X	NA	NA
1424-3199	NA	NA
1557-5063	NA	NA
1063-7761	NA	NA
0022-0949	NA	NA
0022-0957	NA	NA
0022-0981	NA	NA
0952-813X	NA	NA
2471-5638	NA	NA
1552-5007	NA	NA
1559-0631	NA	NA
0094-3509	NA	NA
2189-7654	NA	NA
0734-9041	NA	NA
0022-1112	NA	NA
0140-7775	NA	NA
1661-7738	NA	NA
2062-249X	NA	NA
0022-1120	NA	NA
0889-9746	NA	NA
0098-2202	NA	NA
1053-0509	NA	NA
0022-1139	NA	NA
1021-9498	NA	Single_blind
1336-8672	NA	NA
0145-8884	NA	NA
0889-1575	NA	NA
0260-8774	NA	NA
2193-4126	NA	NA
0145-8892	NA	NA
0149-6085	NA	NA
0003-925X	NA	NA
0022-1147	NA	NA
0022-1155	NA	NA
1067-2516	NA	Single_blind
0096-1191	NA	NA
1752-928X	NA	Single_blind
0022-1198	NA	NA
1341-6979	NA	NA
0022-1201	NA	NA
1069-5869	NA	NA
0956-7968	NA	NA
0164-0313	NA	NA
2093-582X	NA	NA
0944-1174	NA	NA
0815-9319	NA	NA
1841-8724	NA	NA
2078-6891	NA	NA
1091-255X	NA	NA
1355-4565	NA	NA
1099-498X	NA	NA
0022-1260	NA	NA
0884-8734	NA	NA
0022-1295	NA	NA
1345-2630	NA	NA
0022-1317	NA	NA
0022-1333	NA	NA
1673-8527	NA	Single_blind
0375-6742	NA	NA
0949-7714	NA	NA
0264-3707	NA	NA
1009-637X	NA	NA
0022-1376	NA	NA
1050-6926	NA	NA
0393-0440	NA	NA
2169-897X	NA	NA
2169-8953	NA	NA
2169-9003	NA	NA
2169-9275	NA	NA
2169-9097	NA	NA
2169-9313	NA	NA
2169-9380	NA	NA
1802-6222	NA	NA
1090-0241	NA	NA
1671-5411	NA	NA
1539-8412	NA	NA
0891-9887	NA	NA
1057-0829	NA	NA
0925-5001	NA	NA
0364-9024	NA	NA
0380-1330	NA	NA
0957-3720	NA	NA
1570-7873	NA	NA
1433-5883	NA	NA
0731-5090	NA	NA
2468-7847	NA	Single_blind
0363-5023	NA	NA
1753-1934	NA	NA
0894-1130	NA	NA
1341-7649	NA	NA
0022-149X	NA	NA
1868-9256	NA	NA
2210-8033	NA	Single_blind
0022-1503	NA	NA
0022-1511	NA	NA
0022-152X	NA	NA
1381-1231	NA	NA
2214-4048	NA	Single_blind
0022-1554	NA	NA
0147-8885	NA	NA
2193-8407	NA	NA
1462-0316	NA	NA
0195-6701	NA	NA
1553-5592	NA	NA
1434-5161	NA	NA
0950-9240	NA	NA
1640-5544	NA	NA
0890-3344	NA	NA
0952-3871	NA	NA
0733-9429	NA	NA
0022-1686	NA	NA
1001-6058	NA	NA
1570-6443	NA	Single_blind
1084-0699	NA	NA
0022-1694	NA	NA
1525-755X	NA	NA
0263-6352	NA	NA
1698-6180	NA	NA
1062-3701	NA	NA
0022-1759	NA	NA
0022-1767	NA	NA
1524-9557	NA	NA
1388-3127	NA	NA
1226-086X	NA	Single_blind
1547-5816	NA	NA
1088-1980	NA	NA
1528-0837	NA	NA
1341-321X	NA	Single_blind
1972-2680	NA	NA
0022-1899	NA	NA
1016-2364	NA	NA
2214-2126	NA	Single_blind
1866-6892	NA	NA
1076-0342	NA	NA
0141-8955	NA	NA
1574-1443	NA	NA
0162-0134	NA	NA
0892-7553	NA	NA
1366-638X	NA	NA
0022-1910	NA	NA
1748-0221	NA	NA
0897-3962	NA	NA
2095-4964	NA	NA
1064-1246	NA	NA
0925-9902	NA	NA
1045-389X	NA	NA
0921-0296	NA	NA
0885-0666	NA	NA
1079-9907	NA	NA
1607-9264	NA	NA
1383-875X	NA	NA
1042-3931	NA	NA
0928-0219	NA	NA
0022-2011	NA	NA
1018-9068	NA	NA
0022-202X	NA	Single_blind
1081-5589	NA	NA
1006-706X	NA	NA
0733-9437	NA	NA
0218-2165	NA	NA
0362-4803	NA	NA
1092-6429	NA	NA
1042-346X	NA	NA
1880-0688	NA	NA
0741-5400	NA	NA
0949-5932	NA	NA
0733-8724	NA	NA
0898-2104	NA	NA
1082-6076	NA	NA
2352-2208	NA	Single_blind
0925-8531	NA	NA
0950-4230	NA	NA
1089-2591	NA	NA
0022-2291	NA	NA
0022-2313	NA	NA
1532-4435	NA	NA
1060-1325	NA	NA
0022-2348	NA	NA
1090-7807	NA	NA
1053-1807	NA	NA
1226-1750	NA	NA
0304-8853	NA	NA
1064-7554	NA	NA
1083-3021	NA	NA
2376-0540	NA	NA
0742-597X	NA	NA
0161-4754	NA	NA
1526-6125	NA	Single_blind
1087-1357	NA	NA
2046-4177	NA	NA
0948-4280	NA	NA
1023-2796	NA	NA
0924-7963	NA	NA
1076-5174	NA	NA
1438-4957	NA	NA
2050-7526	NA	NA
0738-7989	NA	NA
1059-9495	NA	NA
0899-1561	NA	NA
0924-0136	NA	NA
0884-2914	NA	NA
0022-2461	NA	NA
0957-4522	NA	NA
1476-7058	NA	NA
0022-247X	NA	Single_blind
0303-6812	NA	NA
1422-6928	NA	NA
0924-9907	NA	NA
1846-579X	NA	NA
0219-0613	NA	NA
0022-2488	NA	NA
1812-9471	NA	NA
1745-9737	NA	NA
1050-0472	NA	NA
1738-494X	NA	NA
0219-5194	NA	NA
1559-3959	NA	NA
1942-4302	NA	NA
1609-0985	NA	NA
1932-6181	NA	NA
1369-6998	NA	NA
0022-2585	NA	NA
0022-2593	NA	NA
1754-9477	NA	NA
0969-1413	NA	NA
0148-5598	NA	NA
1556-9039	NA	NA
1346-4523	NA	NA
0022-2623	NA	NA
1096-620X	NA	NA
0022-2631	NA	NA
0263-4929	NA	NA
2095-6037	NA	NA
0167-7012	NA	NA
1017-7825	NA	NA
1057-7157	NA	NA
0265-2048	NA	NA
0960-1317	NA	NA
1932-5150	NA	NA
0022-2720	NA	NA
0832-7823	NA	NA
1553-4650	NA	Single_blind
1062-7391	NA	NA
1930-5311	NA	NA
0950-0340	NA	NA
0022-2828	NA	NA
0022-2836	NA	NA
1525-1578	NA	NA
0952-5041	NA	NA
0022-2844	NA	NA
1093-3263	NA	NA
1567-2379	NA	NA
0167-7322	NA	NA
0946-2716	NA	NA
1610-2940	NA	NA
0895-8696	NA	NA
0952-3499	NA	NA
0022-2852	NA	NA
0022-2860	NA	NA
0260-1230	NA	NA
0362-2525	NA	NA
1672-6316	NA	NA
1542-3980	NA	NA
0047-259X	NA	Single_blind
0142-4319	NA	NA
1108-7161	NA	NA
1555-130X	NA	NA
1388-0764	NA	NA
1934-2608	NA	NA
0022-2933	NA	NA
1340-3443	NA	NA
0163-3864	NA	NA
0373-4633	NA	NA
0967-0335	NA	NA
1121-8428	NA	NA
1064-7570	NA	NA
1741-2560	NA	NA
0300-9564	NA	NA
0022-3042	NA	NA
0953-8194	NA	NA
2093-0879	NA	NA
0167-7063	NA	NA
1051-2284	NA	NA
1557-1890	NA	NA
0165-5728	NA	NA
2193-6315	NA	NA
2193-6331	NA	NA
1557-0576	NA	NA
0340-5354	NA	NA
2214-3599	NA	NA
0167-594X	NA	NA
1070-8022	NA	NA
0022-3069	NA	NA
0022-3077	NA	NA
0895-0172	NA	NA
0150-9861	NA	NA
0270-6474	NA	NA
0360-4012	NA	NA
0022-3085	NA	NA
1933-0707	NA	NA
1547-5654	NA	NA
0898-4921	NA	NA
0390-5616	NA	NA
0897-7151	NA	NA
1355-0284	NA	NA
1480-2422	NA	NA
0929-8215	NA	NA
1345-4676	NA	NA
0022-3093	NA	NA
0195-9298	NA	NA
0340-0204	NA	NA
1345-4773	NA	NA
2560-6921	NA	NA
0218-8635	NA	NA
0377-0257	NA	NA
1048-5252	NA	NA
1071-3581	NA	NA
0022-3115	NA	NA
0022-3131	NA	NA
0022-3166	NA	NA
0955-2863	NA	NA
0301-4800	NA	NA
1499-4046	NA	Single_blind
1279-7707	NA	NA
1341-8076	NA	NA
1545-9624	NA	NA
1076-2752	NA	NA
0916-8370	NA	NA
2096-5508	NA	NA
1672-5182	NA	NA
1080-7683	NA	NA
0892-7219	NA	NA
1078-1552	NA	NA
1755-876X	NA	NA
0379-4024	NA	NA
1943-0620	NA	NA
1070-9762	NA	NA
2040-8978	NA	NA
0022-3239	NA	NA
1454-4164	NA	NA
0278-2391	NA	NA
2333-0384	NA	NA
0160-6972	NA	NA
0904-2512	NA	NA
0305-182X	NA	NA
1343-4934	NA	NA
0022-3263	NA	NA
1091-9392	NA	NA
0022-328X	NA	Single_blind
2193-7192	NA	NA
0736-0266	NA	NA
0190-6011	NA	NA
0890-5339	NA	NA
1842-2403	NA	NA
1526-5900	NA	NA
0885-3924	NA	NA
0921-2728	NA	NA
0022-3360	NA	NA
1096-6218	NA	NA
0743-7315	NA	NA
0022-3395	NA	NA
0148-6071	NA	NA
0022-3417	NA	NA
1083-3188	NA	NA
0334-018X	NA	NA
0277-2116	NA	NA
1077-4114	NA	NA
1305-7707	NA	NA
0191-3913	NA	NA
1060-152X	NA	NA
0022-3476	NA	NA
0022-3468	NA	NA
1477-5131	NA	Single_blind
1075-2617	NA	NA
0887-3828	NA	NA
0300-5577	NA	NA
0743-8346	NA	NA
2093-2278	NA	NA
0022-3484	NA	NA
0022-3492	NA	NA
1612-4758	NA	NA
0141-6421	NA	NA
0022-3530	NA	NA
0731-7085	NA	NA
1872-5120	NA	NA
2093-5552	NA	NA
0022-3549	NA	NA
1567-567X	NA	NA
1056-8719	NA	Single_blind
0022-3565	NA	NA
0022-3573	NA	NA
1547-7037	NA	NA
1010-6030	NA	NA
1011-1344	NA	NA
0914-9244	NA	NA
0022-3646	NA	NA
0047-2689	NA	NA
1089-5639	NA	NA
1520-6106	NA	NA
1932-7447	NA	NA
1948-7185	NA	Single_blind
0022-3670	NA	NA
0894-3230	NA	NA
1751-8113	NA	NA
0022-3697	NA	NA
0953-4075	NA	NA
0953-8984	NA	NA
0022-3727	NA	NA
0954-3899	NA	NA
1880-6805	NA	NA
1138-7548	NA	NA
0867-5910	NA	NA
0022-3751	NA	NA
0931-1785	NA	NA
1949-1190	NA	NA
0142-7873	NA	NA
0971-7811	NA	NA
1226-9239	NA	NA
1861-3829	NA	NA
1752-9921	NA	NA
0721-7595	NA	NA
0190-4167	NA	NA
1436-8730	NA	NA
1125-4653	NA	NA
0176-1617	NA	NA
1936-5209	NA	NA
0918-9440	NA	NA
0022-3778	NA	NA
8756-0879	NA	NA
1748-6815	NA	NA
2000-656X	NA	NA
0334-6447	NA	NA
0973-8622	NA	NA
1022-9760	NA	NA
1566-2543	NA	NA
2642-4150	NA	NA
1380-2224	NA	NA
1091-028X	NA	NA
1088-4246	NA	NA
0022-3859	NA	NA
1598-2092	NA	NA
0094-9930	NA	NA
0959-1524	NA	NA
0748-4658	NA	NA
0022-3913	NA	NA
1883-1958	NA	Single_blind
1059-941X	NA	NA
1535-3893	NA	NA
1874-3919	NA	Single_blind
1662-9981	NA	NA
1527-4160	NA	NA
0269-8811	NA	NA
0022-4006	NA	NA
0022-4049	NA	NA
0022-4065	NA	NA
0022-4073	NA	NA
0267-8179	NA	NA
0236-5731	NA	NA
0952-4746	NA	NA
0377-0486	NA	NA
1002-0721	NA	Single_blind
1079-9893	NA	NA
0743-684X	NA	NA
1081-597X	NA	NA
0731-6844	NA	NA
1051-2276	NA	Single_blind
1941-7012	NA	NA
0165-0378	NA	NA
0148-6055	NA	NA
0315-162X	NA	NA
1863-2483	NA	NA
1511-1768	NA	NA
1071-2836	NA	NA
1099-6362	NA	NA
1094-6136	NA	NA
1440-2440	NA	Single_blind
0885-7474	NA	NA
1527-1404	NA	NA
0963-0651	NA	NA
1383-4649	NA	NA
1598-1657	NA	NA
1687-725X	NA	Single_blind
0887-8250	NA	NA
1615-9306	NA	NA
1743-6095	NA	NA
0730-8000	NA	NA
2158-2866	NA	NA
0022-4502	NA	NA
1939-8018	NA	NA
1747-7778	NA	NA
0962-1105	NA	NA
0022-4510	NA	NA
2047-7473	NA	NA
0022-4561	NA	NA
1439-0108	NA	NA
0718-9508	NA	NA
0199-6231	NA	NA
0928-0707	NA	NA
0022-4596	NA	NA
1432-8488	NA	NA
0095-9782	NA	NA
0022-460X	NA	Single_blind
0895-9811	NA	NA
0022-4650	NA	NA
1449-8596	NA	NA
1303-2968	NA	NA
0264-0414	NA	NA
0094-9655	NA	NA
1742-5468	NA	NA
0022-4715	NA	NA
0378-3758	NA	NA
0960-0760	NA	NA
2468-8509	NA	NA
0022-474X	NA	Single_blind
0309-3247	NA	NA
1064-8011	NA	NA
1052-3057	NA	NA
0022-4766	NA	NA
0733-9445	NA	NA
0191-8141	NA	NA
1741-5993	NA	NA
0920-8542	NA	NA
